"","Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_in","duration","Ievent","I5","I10","I30","I60","ARFdays1","ARFdays2","ARFdays7","ARFdays14","BasinArea_ac","area_ft2","runoff_in"
"2173","R2","Non-Frozen","Storm","2004-6","5/22/2004 3:52","5/22/2004 4:03",13.5,0.03724,1.031,0.45,2.291,8.928,7.752,4.124,2.062,0.337,0.337,0.718,1.826,17.2,749232,0.000216221410724582
"2174","R2","Non-Frozen","Storm","2004-7","5/22/2004 9:03","5/22/2004 9:26",30.4,0.04591,1.947,5.783,0.3367,8.928,7.752,4.124,2.17,0.337,0.337,0.718,1.826,17.2,749232,0.00048689858415017
"2175","R2","Non-Frozen","Storm","2004-8","5/23/2004 5:16","5/23/2004 11:15",43050,36.76,1.949,6.1,0.3195,6.936,5.772,2.272,1.208,1.312,2.779,3.16,4.142,17.2,749232,0.6895060541995
"2176","R2","Non-Frozen","Storm","2004-9","5/30/2004 12:54","5/30/2004 14:31",2674,1.187,1.015,2.15,0.4721,2.076,1.608,1.234,0.841,0.782,0.989,1.088,6.197,17.2,749232,0.0428278557242616
"2177","R2","Non-Frozen","Storm","2004-10","5/31/2004 12:21","5/31/2004 13:00",88.4,0.08042,0.48,2.533,0.1895,0.78,0.504,0.28,0.268,1.043,1.933,2.131,7.24,17.2,749232,0.00141584983022615
"2178","R2","Non-Frozen","Storm","2004-11","6/12/2004 5:55","6/12/2004 6:33",495.1,0.5288,0.669,1.067,0.6272,2.436,1.842,1.08,0.641,0.009,1.257,1.469,4.054,17.2,749232,0.00792972003331411
"2179","R2","Non-Frozen","Storm","2004-12","6/17/2004 0:59","6/17/2004 2:19",5430,3.765,1.423,1.5,0.9487,3.552,3.24,2.344,1.35,0,0,2.128,2.34,17.2,749232,0.0869690563136652
"2180","R2","Frozen","Storm","2005-1","1/2/2005 5:35","1/3/2005 4:18",4907,0.1632,0.462,13.08,0.03531,1.596,1.308,0.604,0.339,0.028,0.028,0.037,0.037,17.2,749232,0.0785924786981869
"2181","R2","Frozen","Storm","2005-2","1/12/2005 20:20","1/14/2005 8:30",29790,0.7956,0.7,4.45,0.1573,0.444,0.336,0.276,0.266,0.036,0.036,0.036,0.535,17.2,749232,0.477128579665578
"2182","R2","Frozen","Storm","2005-3","2/5/2005 21:00","2/8/2005 20:53",71950,1.03,0.234,16.73,0.01398,0.108,0.108,0.072,0.063,0,0,0,0,17.2,749232,1.15238003715805
"2183","R2","Frozen","Storm","2005-4","2/13/2005 14:29","2/16/2005 10:35",75420,1.312,0.423,44.98,0.009403,0.108,0.108,0.09,0.063,0,0,0.234,0.234,17.2,749232,1.20795694791466
"2184","R2","Frozen","Storm","2005-5","2/16/2005 19:30","2/17/2005 3:41",1060,0.07185,0,NA,NA,NA,NA,NA,NA,0,0.036,0.423,0.657,17.2,749232,0.0169773848420783
"2185","R2","Frozen","Storm","2005-6","2/21/2005 18:00","2/22/2005 8:06",2964,0.1475,0,NA,NA,NA,NA,NA,NA,0.063,0.072,0.108,0.495,17.2,749232,0.0474726119546416
"2186","R2","Frozen","Storm","2005-7","2/24/2005 20:00","2/25/2005 5:13",1830,0.1036,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,17.2,749232,0.0293100134537767
"2187","R2","Frozen","Storm","2005-8","2/25/2005 18:00","2/26/2005 5:47",5177,0.3216,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,17.2,749232,0.0829169069126786
"2188","R2","Frozen","Storm","2005-9","2/27/2005 20:00","2/28/2005 6:20",4265,0.1897,0.036,1.567,0.02298,0.108,0.054,0.036,0.027,0,0,0,0.342,17.2,749232,0.0683099493881735
"2189","R2","Frozen","Storm","2005-10","3/3/2005 20:00","3/4/2005 3:06",1178,0.08864,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,17.2,749232,0.0188673201358191
"2190","R2","Frozen","Storm","2005-11","3/4/2005 16:40","3/6/2005 23:40",31050,0.7308,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,17.2,749232,0.497309244666539
"2191","R2","Frozen","Storm","2005-12","3/7/2005 8:03","3/7/2005 10:00",330.7,0.109,0.18,1.183,0.1521,0.216,0.216,0.18,0.162,0,0,0,0.036,17.2,749232,0.00529662374271254
"2192","R2","Frozen","Storm","2005-13","3/13/2005 21:25","3/14/2005 0:32",180.5,0.02047,0,NA,NA,NA,NA,NA,NA,0,0,0.189,0.225,17.2,749232,0.00289096034339163
"2193","R2","Frozen","Storm","2005-14","3/15/2005 19:20","3/16/2005 3:51",856.1,0.05548,0,NA,NA,NA,NA,NA,NA,0,0,0.009,0.189,17.2,749232,0.0137116407200974
"2194","R2","Frozen","Storm","2005-15","3/16/2005 14:00","3/17/2005 3:44",1342,0.0726,0,NA,NA,NA,NA,NA,NA,0,0,0.009,0.189,17.2,749232,0.0214940098661029
"2195","R2","Frozen","Storm","2005-16","3/18/2005 18:10","3/19/2005 6:40",1676,0.1036,0,NA,NA,NA,NA,NA,NA,0,0,0,0.189,17.2,749232,0.026843487731437
"2196","R2","Frozen","Storm","2005-17","3/19/2005 14:24","3/20/2005 8:14",1354,0.03836,0,NA,NA,NA,NA,NA,NA,0,0,0,0.189,17.2,749232,0.0216862066756359
"2197","R2","Frozen","Storm","2005-18","3/20/2005 15:20","3/20/2005 22:20",1074,0.07647,0,NA,NA,NA,NA,NA,NA,0,0,0,0.189,17.2,749232,0.0172016144532001
"2198","R2","Non-Frozen","Storm","2005-19","6/12/2005 1:43","6/12/2005 1:59",38.2,0.07335,1.32,1.383,0.9542,3.78,2.916,2.116,1.275,0.153,0.153,1.267,1.357,17.2,749232,0.000611826510346595
"2199","R2","Frozen","Storm","2007-1","2/21/2007 19:15","2/21/2007 23:30",141.7,0.01432,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17.2,749232,0.00226952399256839
"2200","R2","Frozen","Storm","2007-2","2/22/2007 22:15","2/23/2007 0:15",58.1,0.01395,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17.2,749232,0.000930552886155423
"2201","R2","Frozen","Storm","2007-3","3/1/2007 18:45","3/2/2007 2:30",245.4,0.01284,0.18,7.433,0.02422,0.216,0.162,0.108,0.081,0,0,0,0,17.2,749232,0.00393042475494907
"2202","R2","Frozen","Storm","2007-4","3/10/2007 19:22","3/11/2007 9:15",24310,2.24,0,NA,NA,NA,NA,NA,NA,0.126,0.135,0.135,0.315,17.2,749232,0.389358703312192
"2203","R2","Frozen","Storm","2007-5","3/11/2007 16:30","3/12/2007 5:15",10910,1.178,0,NA,NA,NA,NA,NA,NA,0,0.135,0.135,0.315,17.2,749232,0.174738932667051
"2204","R2","Frozen","Storm","2007-6","3/12/2007 15:45","3/12/2007 21:45",2098,0.3738,0,NA,NA,NA,NA,NA,NA,0,0,0.135,0.315,17.2,749232,0.0336024088666795
"2205","R2","Non-Frozen","Storm","2008-1","10/18/2007 4:11","10/18/2007 4:36",51.8,0.0912,0.894,5.2,0.1719,7.2,4.14,1.884,1.068,0,0.18,0.504,0.504,17.2,749232,0.000829649561150618
"2206","R2","Non-Frozen","Storm","2008-2","10/18/2007 9:23","10/18/2007 10:00",51.8,0.0645,1.536,10.37,0.1482,7.2,4.14,1.884,1.068,0,0.18,0.504,0.504,17.2,749232,0.000829649561150618
"2207","R2","Frozen","Storm","2008-3","1/7/2008 18:00","1/8/2008 8:01",7214,0.919,0.506,15.27,0.03314,1.584,1.404,0.576,0.297,0,0,0,0,17.2,749232,0.115542315330899
"2208","R2","Frozen","Storm","2008-4","3/2/2008 18:00","3/4/2008 12:00",16850,0.3573,0.631,8.183,0.07711,0.768,0.546,0.308,0.199,0,0,0,0,17.2,749232,0.269876353385867
"2209","R2","Frozen","Storm","2008-5","3/12/2008 18:55","3/13/2008 1:30",34.6,0.0032,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,17.2,749232,0.000554167467486706
"2210","R2","Frozen","Storm","2008-6","3/13/2008 16:00","3/14/2008 15:20",29960,1.764,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,17.2,749232,0.479851367800628
"2211","R2","Frozen","Storm","2008-7","3/14/2008 18:55","3/15/2008 11:30",22280,1.32,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,17.2,749232,0.356845409699532
"2212","R2","Frozen","Storm","2008-8","3/15/2008 21:45","3/16/2008 9:15",4864,0.4313,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,17.2,749232,0.0779037734640272
"2213","R2","Frozen","Storm","2008-9","3/16/2008 21:55","3/17/2008 7:35",2687,0.1999,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,17.2,749232,0.043036068934589
"2214","R2","Frozen","Storm","2008-10","3/18/2008 19:00","3/19/2008 7:15",7716,0.5376,0.009,NA,NA,NA,NA,NA,NA,0.045,0.045,0.045,0.045,17.2,749232,0.123582548529694
"2215","R2","Frozen","Storm","2008-11","3/19/2008 18:05","3/20/2008 2:00",7379,0.635,0,NA,NA,NA,NA,NA,NA,0.009,0.054,0.054,0.054,17.2,749232,0.118185021461977
"2216","R2","Frozen","Storm","2008-12","3/20/2008 19:59","3/20/2008 21:25",77.8,0.0228,0,NA,NA,NA,NA,NA,NA,0,0.009,0.054,0.054,17.2,749232,0.00124607598180537
"2217","R2","Non-Frozen","Storm","2008-13","4/25/2008 13:00","4/25/2008 16:00",2065,1.103,0.699,2.15,0.3251,3.312,2.142,0.894,0.564,1.159,1.285,1.645,2.735,17.2,749232,0.0330738676404638
"2218","R2","Non-Frozen","Storm","2008-14","5/2/2008 6:40","5/2/2008 7:25",129.6,0.1678,0.797,0.8667,0.9196,2.664,1.932,1.324,0.797,0,0,1.014,2.56,17.2,749232,0.00207572554295599
"2219","R2","Non-Frozen","Storm","2008-15","6/5/2008 10:00","6/5/2008 11:30",1719,1.401,0.89,2.85,0.3123,3.312,2.466,1.452,0.744,0,0.162,1.84,3.063,17.2,749232,0.0275321929655968
"2220","R2","Non-Frozen","Storm","2008-16","6/8/2008 4:15","6/8/2008 7:00",14040,7.981,1.077,3.1,0.3474,1.8,1.74,1.236,0.748,0.072,0.306,1.493,4.367,17.2,749232,0.224870267153565
"2221","R2","Non-Frozen","Storm","2008-17","6/8/2008 13:51","6/8/2008 17:39",12200,3.8,0.734,2.467,0.2976,1.32,0.984,0.652,0.599,1.249,1.249,2.67,5.544,17.2,749232,0.195400089691844
"2222","R2","Non-Frozen","Storm","2008-18","6/9/2008 0:38","6/9/2008 5:53",18590,9.004,0.78,4.433,0.1759,3.276,2.19,1.2,0.645,1.911,1.983,3.404,6.278,17.2,749232,0.297744890768147
"2223","R2","Non-Frozen","Storm","2008-19","6/12/2008 14:13","6/12/2008 16:00",388.8,0.2116,0.503,1.033,0.4868,2.784,1.716,0.808,0.494,0.027,0.027,3.033,5.889,17.2,749232,0.00622717662886796
"2224","R2","Non-Frozen","Storm","2008-20","6/13/2008 4:15","6/13/2008 8:15",1080,0.2168,0.451,5.117,0.08814,0.66,0.438,0.234,0.207,0.548,0.575,3.581,6.221,17.2,749232,0.0172977128579666
"2225","R2","Non-Frozen","Storm","2008-21","6/15/2008 12:39","6/15/2008 13:00",8.6,0.0121,0.265,3.333,0.0795,1.128,0.618,0.206,0.103,0.036,0.036,2.685,5.255,17.2,749232,0.000137741046831956
"2226","R2","Non-Frozen","Storm","2008-22","7/10/2008 23:18","7/11/2008 1:32",16050,7.893,1.255,1.317,0.9532,2.52,2.406,1.766,1.192,0.829,0.829,2.17,3.692,17.2,749232,0.257063232750336
"2227","R2","Non-Frozen","Storm","2008-23","7/12/2008 7:45","7/12/2008 9:24",1201,0.6566,0.897,1.95,0.46,2.04,1.566,1.034,0.767,0,2.012,3.425,4.884,17.2,749232,0.0192356973540906
"2228","R2","Non-Frozen","Storm","2008-24","7/20/2008 4:00","7/20/2008 5:44",164.2,0.0981,1.14,1.083,1.052,4.56,3.84,1.88,1.13,0.01,0.02,0.08,4.542,17.2,749232,0.00262989301044269
"2229","R2","Frozen","Storm","2009-1","12/27/2008","12/28/2008 10:00",36910,1.34,0.387,11.87,0.03261,0.432,0.378,0.18,0.144,0,0,0,0.135,17.2,749232,0.591165353321802
"2230","R2","Frozen","Storm","2009-2","2/7/2009 12:14","2/10/2009 23:46",58350,2.145,0.063,2.033,0.03098,0.216,0.162,0.09,0.054,0,0,0,0,17.2,749232,0.934556986354026
"2231","R2","Frozen","Storm","2009-3","2/25/2009 16:30","2/28/2009 8:31",47160,4.836,0.576,10.67,0.054,0.756,0.54,0.324,0.261,0,0,0,0.036,17.2,749232,0.75533346146454
"2232","R2","Frozen","Storm","2009-4","2/28/2009 21:00","3/1/2009 3:31",314.8,0.04713,0,NA,NA,NA,NA,NA,NA,0,0.432,0.576,0.612,17.2,749232,0.00504196297008136
"2233","R2","Frozen","Storm","2009-5","3/4/2009 19:45","3/5/2009 2:01",289.4,0.0247,0,NA,NA,NA,NA,NA,NA,0,0,0.576,0.576,17.2,749232,0.00463514638990326
"2234","R2","Frozen","Storm","2009-6","3/5/2009 15:50","3/5/2009 19:46",266.7,0.03292,0,NA,NA,NA,NA,NA,NA,0,0,0.576,0.576,17.2,749232,0.00427157409187008
"2235","R2","Frozen","Storm","2009-7","3/7/2009 12:45","3/7/2009 23:22",18330,1.598,0.828,11.32,0.07317,0.324,0.324,0.198,0.153,0,0,0,0.576,17.2,749232,0.293580626561599
"2236","R2","Frozen","Storm","2009-8","3/8/2009 14:00","3/8/2009 23:41",41610,2.88,1.008,8.933,0.1128,0.324,0.27,0.234,0.216,0.72,0.954,0.954,1.53,17.2,749232,0.666442437055545
"2237","R2","Frozen","Storm","2009-9","3/10/2009 6:40","3/10/2009 13:20",20780,2.28,0.756,10.5,0.072,0.324,0.27,0.18,0.153,0,1.125,1.962,2.538,17.2,749232,0.332820808507912
"2238","R2","Non-Frozen","Storm","2009-10","7/24/2009 22:57","7/25/2009 1:11",1046,0.3918,1.602,2.25,0.712,7.308,4.506,1.926,0.99,0,0,2.312,2.816,17.2,749232,0.0167531552309565
"2239","R2","Non-Frozen","Storm","2009-11","7/28/2009 1:45","7/28/2009 2:31",406.5,0.2928,1.572,1.167,1.347,5.388,3.912,2.296,1.471,0,0,3.914,4.418,17.2,749232,0.00651066692292908
"2240","R2","Frozen","Storm","2010-1","1/24/2010 18:15","1/25/2010 7:39",3318,0.2181,0,NA,NA,NA,NA,NA,NA,0.756,0.774,0.774,0.774,17.2,749232,0.0531424178358639
"2241","R2","Frozen","Storm","2010-2","3/8/2010 20:15","3/9/2010 13:15",3465,0.1508,0.027,7.967,0.003389,0.216,0.108,0.036,0.036,0,0.117,0.117,0.117,17.2,749232,0.0554968287526427
"2242","R2","Frozen","Storm","2010-3","3/9/2010 15:45","3/11/2010 6:15",38420,0.7152,0.315,27.77,0.01134,0.324,0.216,0.126,0.081,0.009,0.126,0.126,0.126,17.2,749232,0.615350118521366
"2243","R2","Frozen","Storm","2010-4","3/11/2010 14:15","3/11/2010 23:45",8226,0.5486,0.324,4.217,0.07684,0.54,0.324,0.216,0.135,0.009,0.297,0.441,0.441,17.2,749232,0.131750912934845
"2244","R2","Non-Frozen","Storm","2010-5","6/23/2010 10:00","6/23/2010 10:30",259.2,0.32,0.73,3.15,0.2317,2.796,2.004,1.186,0.602,0,0.881,1.848,3.307,17.2,749232,0.00415145108591197
"2245","R2","Non-Frozen","Storm","2010-6","7/24/2010 7:08","7/24/2010 10:45",6905,3.854,2.306,6.183,0.3729,2.76,2.34,1.404,1.012,0.823,2.341,2.341,2.85,17.2,749232,0.110593247485425
"2246","R2","Non-Frozen","Storm","2010-7","8/8/2010 14:22","8/8/2010 16:15",8546,3.03,3.19,1.983,1.608,4.308,3.804,2.356,2.066,0,0,0.38,0.686,17.2,749232,0.136876161189058
"2247","R2","Non-Frozen","Storm","2010-8","8/13/2010 21:23","8/13/2010 22:53",5768,4.792,1.262,3.367,0.3749,4.308,3.288,2.182,1.127,0.018,0.018,3.779,4.303,17.2,749232,0.0923825997821769
"2248","R3","Frozen","Storm","2004-1","2/20/2004 11:00","2/25/2004 23:00",96100,1.87,0.486,61.23,0.007937,0.324,0.27,0.216,0.162,0,0,0,0,39.5,1720620,0.67022352407853
"2249","R3","Frozen","Storm","2004-2","2/26/2004 20:00","2/27/2004",1204,0.1798,0,NA,NA,NA,NA,NA,NA,0,0,0.486,0.486,39.5,1720620,0.00839697318408481
"2250","R3","Frozen","Storm","2004-3","2/27/2004 20:00","2/28/2004",297,0.04355,0,NA,NA,NA,NA,NA,NA,0,0,0.117,0.486,39.5,1720620,0.00207134637514384
"2251","R3","Frozen","Storm","2004-4","2/28/2004 18:30","2/28/2004 20:30",208.1,0.05347,0,NA,NA,NA,NA,NA,NA,0,0,0.117,0.486,39.5,1720620,0.00145133730864456
"2252","R3","Frozen","Storm","2004-5","3/5/2004 4:02","3/5/2004 8:01",10470,2.528,1.107,9.083,0.1219,0.432,0.432,0.36,0.297,0.009,0.009,0.207,0.693,39.5,1720620,0.073020190396485
"2253","R3","Non-Frozen","Storm","2004-6","5/22/2004 3:44","5/22/2004 4:09",179.8,0.296,1.04,0.5333,1.95,8.928,7.752,4.124,2.08,0.337,0.337,0.718,1.826,39.5,1720620,0.00125396659343725
"2254","R3","Non-Frozen","Storm","2004-7","5/22/2004 8:56","5/22/2004 9:18",88.9,0.1564,1.929,5.7,0.3384,8.928,7.752,4.124,2.179,0.337,0.337,0.718,1.826,39.5,1720620,0.000620009066499285
"2255","R3","Non-Frozen","Storm","2004-8","5/23/2004 5:17","5/23/2004 11:39",46890,20.28,1.949,6.1,0.3195,6.936,5.772,2.272,1.208,1.312,2.779,3.16,4.142,39.5,1720620,0.327021654984831
"2256","R3","Non-Frozen","Storm","2004-9","5/30/2004 12:52","5/30/2004 16:00",2741,1.258,1.034,2.467,0.4192,2.076,1.608,1.234,0.841,0.782,0.989,1.088,6.197,39.5,1720620,0.0191163650312097
"2257","R3","Non-Frozen","Storm","2004-10","5/31/2004 12:20","5/31/2004 14:40",320.7,0.08449,0.48,2.533,0.1895,0.78,0.504,0.28,0.268,1.043,1.933,2.131,7.24,39.5,1720620,0.00223663563134219
"2258","R3","Non-Frozen","Storm","2004-11","6/6/2004 5:37","6/6/2004 8:00",102.2,0.01664,0.212,4.883,0.04341,0.444,0.384,0.202,0.129,0,0,1.605,4.741,39.5,1720620,0.000712766328416501
"2259","R3","Non-Frozen","Storm","2004-12","6/10/2004 19:00","6/11/2004 7:00",1972,0.3216,1.23,13.62,0.09033,1.248,0.792,0.556,0.399,0.018,0.018,0.23,2.815,39.5,1720620,0.0137531819925376
"2260","R3","Non-Frozen","Storm","2004-13","6/12/2004 5:49","6/12/2004 13:00",2301,0.8576,0.669,1.067,0.6272,2.436,1.842,1.08,0.641,0.009,1.257,1.469,4.054,39.5,1720620,0.0160477037347003
"2261","R3","Non-Frozen","Storm","2004-14","6/14/2004 14:38","6/14/2004 16:00",57.1,0.02047,0.193,1.217,0.1586,0.444,0.336,0.258,0.184,0.009,0.009,1.935,2.22,39.5,1720620,0.000398228545524288
"2262","R3","Non-Frozen","Storm","2004-15","6/17/2004 0:57","6/17/2004 13:00",15210,6.514,1.506,5.7,0.2642,3.552,3.24,2.344,1.35,0,0,2.128,2.34,39.5,1720620,0.106078041636154
"2263","R3","Frozen","Storm","2005-1","1/2/2005 4:00","1/3/2005 7:47",6162,0.181,0.462,13.08,0.03531,1.596,1.308,0.604,0.339,0.028,0.028,0.037,0.037,39.5,1720620,0.0429752066115702
"2264","R3","Frozen","Storm","2005-2","1/12/2005 21:34","1/14/2005 11:00",48270,1.226,0.7,4.45,0.1573,0.444,0.336,0.276,0.266,0.036,0.036,0.036,0.535,39.5,1720620,0.33664609268752
"2265","R3","Frozen","Storm","2005-3","2/3/2005 17:00","2/8/2005 14:48",149500,2.06,0.234,16.73,0.01398,0.108,0.108,0.072,0.063,0,0,0,0,39.5,1720620,1.04264741779126
"2266","R3","Frozen","Storm","2005-4","2/12/2005 20:45","2/16/2005 13:19",140000,2.988,0.423,44.98,0.009403,0.108,0.108,0.09,0.063,0,0,0.234,0.234,39.5,1720620,0.976392230707536
"2267","R3","Frozen","Storm","2005-5","2/16/2005 19:30","2/17/2005 6:19",1132,0.06234,0,NA,NA,NA,NA,NA,NA,0,0.036,0.423,0.657,39.5,1720620,0.00789482860829236
"2268","R3","Frozen","Storm","2005-6","2/19/2005 21:15","2/20/2005 7:00",1132,0.07647,0,NA,NA,NA,NA,NA,NA,0,0,0.423,0.657,39.5,1720620,0.00789482860829236
"2269","R3","Frozen","Storm","2005-7","2/21/2005 18:00","2/23/2005 5:57",10170,0.447,0,NA,NA,NA,NA,NA,NA,0.063,0.072,0.108,0.495,39.5,1720620,0.0709279213306831
"2270","R3","Frozen","Storm","2005-8","2/23/2005 21:00","2/24/2005 6:44",1176,0.0696,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,39.5,1720620,0.0082016947379433
"2271","R3","Frozen","Storm","2005-9","2/24/2005 19:30","2/25/2005 8:45",4673,0.2605,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,39.5,1720620,0.0325905778149737
"2272","R3","Frozen","Storm","2005-10","2/25/2005 18:00","2/26/2005 13:00",7365,0.4906,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,39.5,1720620,0.0513652055654357
"2273","R3","Frozen","Storm","2005-11","2/26/2005 20:00","2/27/2005 7:25",826,0.03612,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.495,39.5,1720620,0.00576071416117446
"2274","R3","Frozen","Storm","2005-12","2/27/2005 20:00","2/28/2005 10:50",5190,0.1586,0.036,1.567,0.02298,0.108,0.054,0.036,0.027,0,0,0,0.342,39.5,1720620,0.0361962548383722
"2275","R3","Frozen","Storm","2005-13","2/28/2005 23:00","3/1/2005 6:11",474.7,0.02776,0,NA,NA,NA,NA,NA,NA,0.036,0.036,0.036,0.144,39.5,1720620,0.00331066708512048
"2276","R3","Frozen","Storm","2005-14","3/3/2005 19:05","3/4/2005 6:40",3086,0.1884,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,39.5,1720620,0.0215224744568818
"2277","R3","Frozen","Storm","2005-15","3/4/2005 18:00","3/5/2005 10:42",7504,0.4123,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,39.5,1720620,0.0523346235659239
"2278","R3","Frozen","Storm","2005-16","3/5/2005 16:08","3/6/2005 5:00",6401,0.4009,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,39.5,1720620,0.0446420476339924
"2279","R3","Frozen","Storm","2005-17","3/6/2005 16:18","3/6/2005 20:00",1005,0.1486,0,NA,NA,NA,NA,NA,NA,0,0,0.036,0.108,39.5,1720620,0.00700910137043624
"2280","R3","Non-Frozen","Storm","2005-18","6/12/2005 1:29","6/12/2005 1:49",120.3,0.2025,1.302,1.1,1.184,3.78,2.916,2.116,1.266,0.153,0.153,1.267,1.357,39.5,1720620,0.000838999895386547
"2281","R3","Non-Frozen","Storm","2005-19","9/19/2005 11:02","9/19/2005 11:22",117.5,0.1872,1.63,1.667,0.978,4.452,3.072,1.584,1.122,0,0,0,0.018,39.5,1720620,0.000819472050772396
"2282","R3","Frozen","Storm","2006-1","3/9/2006 0:06","3/9/2006 6:20",20740,3.723,0.882,5.517,0.1599,0.756,0.702,0.432,0.342,0.144,0.144,0.243,0.243,39.5,1720620,0.144645534749102
"2283","R3","Non-Frozen","Storm","2006-2","4/16/2006 22:27","4/16/2006 22:40",19,0.04473,1.452,6.317,0.2299,1.68,1.332,0.678,0.519,0.661,0.661,1.147,1.858,39.5,1720620,0.000132510374167451
"2284","R3","Frozen","Storm","2007-1","2/22/2007 1:45","2/22/2007 4:00",200.3,0.0378,0,NA,NA,NA,NA,NA,NA,0,0,0,0,39.5,1720620,0.00139693831293371
"2285","R3","Frozen","Storm","2007-2","2/22/2007 23:00","2/23/2007 8:00",2038,0.1432,0,NA,NA,NA,NA,NA,NA,0,0,0,0,39.5,1720620,0.014213481187014
"2286","R3","Frozen","Storm","2007-3","3/1/2007 18:15","3/2/2007 19:45",5922,0.09465,0.18,7.433,0.02422,0.216,0.162,0.108,0.081,0,0,0,0,39.5,1720620,0.0413013913589288
"2287","R3","Frozen","Storm","2007-4","3/9/2007 18:15","3/12/2007 9:30",131300,5.382,0.135,10.1,0.01337,0.108,0.108,0.054,0.054,0,0,0,0.18,39.5,1720620,0.915716427799282
"2288","R3","Frozen","Storm","2007-5","3/12/2007 12:30","3/12/2007 21:30",12730,1.482,0,NA,NA,NA,NA,NA,NA,0,0,0.135,0.315,39.5,1720620,0.0887819506921923
"2289","R3","Non-Frozen","Storm","2007-6","4/3/2007 8:20","4/3/2007 8:30",11.5,0.02776,0.902,5.25,0.1718,1.2,0.816,0.452,0.325,0,0.099,0.911,1.665,39.5,1720620,8.02036475224047e-05
"2290","R3","Non-Frozen","Storm","2007-7","7/4/2007 2:58","7/4/2007 4:30",29390,46.39,2.631,1.917,1.373,6.36,4.944,3.878,2.541,0,0,0,1.511,39.5,1720620,0.204972626146389
"2291","R3","Non-Frozen","Storm","2007-8","7/18/2007 3:37","7/18/2007 5:30",10500,6.813,1.467,2.2,0.6668,3.048,2.604,2.172,1.339,1.161,1.188,1.188,2.275,39.5,1720620,0.0732294173030652
"2292","R3","Non-Frozen","Storm","2007-9","8/22/2007 22:55","8/23/2007 0:35",2963,1.163,0.918,3.35,0.274,3.54,2.85,1.204,0.737,0.551,0.551,2.873,4.175,39.5,1720620,0.0206646441399031
"2293","R3","Non-Frozen","Storm","2007-10","8/27/2007 14:54","8/27/2007 16:09",685.4,0.399,1.175,1.367,0.8598,3.036,2.658,1.77,1.148,0,0,2.077,5.21,39.5,1720620,0.00478013739233532
"2294","R3","Non-Frozen","Storm","2008-1","10/18/2007 4:15","10/18/2007 6:11",1443,0.8376,1.011,6.733,0.1501,7.2,4.14,1.884,1.068,0,0.18,0.504,0.504,39.5,1720620,0.010063814206507
"2295","R3","Non-Frozen","Storm","2008-2","10/18/2007 9:33","10/18/2007 11:35",484.2,0.3152,1.545,11.67,0.1324,7.2,4.14,1.884,1.068,0,0.18,0.504,0.504,39.5,1720620,0.00337692227220421
"2296","R3","Frozen","Storm","2008-3","1/7/2008 20:30","1/8/2008 22:43",3672,0.1157,0.605,33.65,0.01798,1.584,1.404,0.576,0.297,0,0,0,0,39.5,1720620,0.0256093733654148
"2297","R3","Frozen","Storm","2008-4","3/3/2008 3:25","3/4/2008 7:45",19150,0.8547,0.631,8.183,0.07711,0.768,0.546,0.308,0.199,0,0,0,0,39.5,1720620,0.133556508700352
"2298","R3","Frozen","Storm","2008-5","3/12/2008 20:14","3/15/2008 13:45",86850,4.021,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,39.5,1720620,0.605711894549639
"2299","R3","Frozen","Storm","2008-6","3/15/2008 18:45","3/16/2008 10:00",3007,0.209,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,39.5,1720620,0.020971510269554
"2300","R3","Frozen","Storm","2008-7","3/16/2008 19:15","3/17/2008 2:15",1192,0.111,0,NA,NA,NA,NA,NA,NA,0,0,0,0.631,39.5,1720620,0.00831328242145273
"2301","R3","Frozen","Storm","2008-8","3/18/2008 17:45","3/19/2008 2:00",1356,0.1054,0.009,NA,NA,NA,NA,NA,NA,0.045,0.045,0.045,0.045,39.5,1720620,0.00945705617742442
"2302","R3","Frozen","Storm","2008-9","3/19/2008 16:45","3/20/2008 1:45",1797,0.11,0,NA,NA,NA,NA,NA,NA,0.009,0.054,0.054,0.054,39.5,1720620,0.0125326917041532
